gias_urn,gias_name,trust_name,easting,northing,postcode,fsm_percentage,gias_lat,gias_lon,__norm_name,lead_type,lead_category,lead_source,nearest_champion,distance_to_champion_km,priority_score
111930,Kilkhampton Junior and Infant School,The Bude Communities' Schools' Trust,225116.0,111028.0,EX23 9QU,17.1,51.556225225225226,0.1488586808191763,kilkhampton junior and infant school,Hotspot Lead,normal,Within 5.0km of champion,Grafton Primary School,0.6116492543415507,4.978935338444809
105968,St Philip's RC Primary School,,382209.0,402281.0,M7 4WP,14.9,51.647576576576576,0.09293203750424661,st philip's rc primary school,Hotspot Lead,normal,Within 5.0km of champion,Thomas Willingale,0.6143118592312536,4.978843640677733
101107,St John's Wood Primary School,,527092.0,183132.0,NW8 7AL,30.0,51.60003603603604,-0.12249488823581145,st john's wood primary school,Hotspot Lead,normal,Within 5.0km of champion,Trinity Primary Academy,0.6186318317985999,4.9786948646277125
100092,Harmood School,,528612.0,184451.0,NW1 8DP,59.0,51.50808108108108,0.05342920227590797,harmood school,Hotspot Lead,normal,Within 5.0km of champion,Kingsford Community School,0.6219631084603455,4.9785801383938
100391,New River College Secondary,,531064.0,184788.0,N7 8RH,68.9,51.47179279279279,0.006772077672601906,new river college secondary,Hotspot Lead,normal,Within 5.0km of champion,John Ball Primary School,0.627798945133502,4.978379157319207
123183,Great Rollright Church of England (Aided) Primary School,,432654.0,231516.0,OX7 5SA,7.5,51.38808108108108,-0.09915533588166903,great rollright church of england (aided) primary school,Hotspot Lead,normal,Within 5.0km of champion,Broadmead Primary School,0.6298389363531907,4.978308901818504
100379,Woodlane High School,,522820.0,181248.0,W12 0TN,54.7,51.46511711711712,0.025769324147266293,woodlane high school,Hotspot Lead,normal,Within 5.0km of champion,Holy Family Catholic Primary School,0.6420861706197987,4.9778871178582005
100408,Hargrave Park Primary School,,529016.0,186684.0,N19 5BS,53.7,51.46678378378378,-0.043484759152625285,hargrave park primary school,Hotspot Lead,normal,Within 5.0km of champion,Edmund Waller Primary School,0.6468690930698966,4.977722398222002
101106,Mary Paterson Nursery School,,524829.0,182547.0,W9 3DS,19.2,51.60075675675676,-0.10418998590949013,mary paterson nursery school,Hotspot Lead,normal,Within 5.0km of champion,Trinity Primary Academy,0.6486294031277439,4.977661774694159
100254,Nightingale Primary School,,534594.0,185895.0,E5 8NA,54.6,51.54365765765766,-0.08969381555517453,nightingale primary school,Hotspot Lead,normal,Within 5.0km of champion,New North Academy,0.6559080599487785,4.977411104164565
109842,Furze Platt Junior School,,487445.0,182256.0,SL6 6HQ,18.7,51.37723423423424,-0.4942649640519996,furze platt junior school,Hotspot Lead,normal,Within 5.0km of champion,Chertsey High School,0.6604892595033497,4.977253331687203
101309,Chalgrove Primary School,,524324.0,189626.0,N3 3PL,20.4,51.39599099099099,-0.2959483829075964,chalgrove primary school,Hotspot Lead,normal,Within 5.0km of champion,Surbiton High School,0.6699162298637402,4.9769286751316315
116314,St John the Baptist Church of England Primary School,,456389.0,114694.0,SO32 2LY,19.7,51.455774774774774,-2.6235130323094182,st john the baptist church of england primary school,Hotspot Lead,normal,Within 5.0km of champion,Clifton College,0.6934233780203481,4.976119109655124
110627,Benwick Primary School,,534292.0,290119.0,PE15 0XA,28.6,50.8132972972973,0.2848555432513944,benwick primary school,Hotspot Lead,normal,Within 5.0km of champion,The Turing school,0.7093404974108635,4.975570938083729
110830,Elsworth CofE VA Primary School,,531320.0,263826.0,CB23 4JD,7.7,51.519774774774774,-0.2951720267797091,elsworth cofe va primary school,Hotspot Lead,normal,Within 5.0km of champion,The Ellen Wilkinson School For Girls,0.7116142760294651,4.975492631150937
101385,Pardes House Grammar School,,524942.0,190464.0,N3 1SA,,51.55345945945946,0.01866058263416548,pardes house grammar school,Hotspot Lead,normal,Within 5.0km of champion,The Hammond,0.7196766047528109,4.975214971651316
101252,Hampden Way Nursery School,,528689.0,194167.0,N14 5DJ,0.0,51.509702702702704,-0.2860822704074928,hampden way nursery school,Hotspot Lead,normal,Within 5.0km of champion,The Ellen Wilkinson School For Girls,0.728094079841416,4.974925081223702
100096,Swiss Cottage School - Development & Research Centre,,526914.0,184029.0,NW8 6HX,58.0,51.51197297297297,0.0646062081582186,swiss cottage school - development & research centre,Hotspot Lead,normal,Within 5.0km of champion,Kingsford Community School,0.740741910239926,4.974489501085476
100428,Winton Primary School,,530634.0,183172.0,N1 9AZ,58.5,51.46308108108108,-0.005453981133746844,winton primary school,Hotspot Lead,normal,Within 5.0km of champion,John Ball Primary School,0.7520123586394974,4.974101356770042
100840,The Cathedral School of St Saviour and St Mary Overie,,532389.0,179937.0,SE1 1HG,20.9,51.56433333333333,-0.2970670318417419,the cathedral school of st saviour and st mary overie,Hotspot Lead,normal,Within 5.0km of champion,East Lane Primary School,0.7524000631004333,4.9740880045699125
101294,Moss Hall Junior School,,525719.0,191679.0,N3 1NR,17.3,51.40244144144144,-0.24969879868185485,moss hall junior school,Hotspot Lead,normal,Within 5.0km of champion,Coombe Boys School,0.754951148197785,4.9740001474462545
111794,Heamoor Community Primary School,The Penwith Education Trust (PET),145770.0,30974.0,TR18 3JZ,30.8,51.536585585585584,-0.10571983078312841,heamoor community primary school,Hotspot Lead,normal,Within 5.0km of champion,New North Academy,0.7560947834620134,4.973960761655112
100032,"Holy Trinity CofE Primary School, NW3",,526445.0,184601.0,NW3 5SQ,53.2,51.54112612612612,-0.10589296176859375,"holy trinity cofe primary school, nw3",Hotspot Lead,normal,Within 5.0km of champion,New North Academy,0.7573273929740266,4.973918311669249
111392,St John Fisher Catholic Primary School,,352851.0,386330.0,WA8 0BW,34.3,51.47714414414414,-0.04393720252816613,st john fisher catholic primary school,Hotspot Lead,normal,Within 5.0km of champion,Edmund Waller Primary School,0.7604487765349356,4.973810813968846
102664,St Matthew's CofE Primary School,,522222.0,169895.0,SW20 0SX,9.1,53.4021981981982,-2.1706016818722182,st matthew's cofe primary school,Hotspot Lead,normal,Within 5.0km of champion,Stockport Academy,0.7607081811353151,4.9738018803029025
100917,Stepney Park Primary School,,535303.0,181782.0,E1 3BW,38.9,51.36637837837838,-0.044891598295888846,stepney park primary school,Hotspot Lead,normal,Within 5.0km of champion,St John's C of E Primary School,0.7614047014641295,4.9737778927563
121777,Henshaws College,,432489.0,456749.0,HG1 4ED,,51.45338738738739,0.02737398222260312,henshaws college,Hotspot Lead,normal,Within 5.0km of champion,Holy Family Catholic Primary School,0.7676383703546361,4.973563210690568
105992,Bridgewater School,,375459.0,400557.0,M28 2WQ,,51.62634234234234,0.30158148390821937,bridgewater school,Hotspot Lead,normal,Within 5.0km of champion,Brentwood School,0.771637039221459,4.973425500056977
113276,College Road Primary School,The South West Plymouth Education Trust,245488.0,56071.0,PL2 1NS,18.8,51.54545045045045,-0.6307585691617164,college road primary school,Hotspot Lead,normal,Within 5.0km of champion,Caldicott School,0.773002790025119,4.973378464802305
113086,Stoke Hill Infant and Nursery School,,293278.0,94066.0,EX4 7DB,13.9,51.38240540540541,-0.17948949191410102,stoke hill infant and nursery school,Hotspot Lead,normal,Within 5.0km of champion,Malmesbury Primary School,0.777519660225964,4.973222907771222
120497,Holton-le-Clay Junior School,,529014.0,402569.0,DN36 5DR,24.8,51.54664864864865,-0.6094558942284329,holton-le-clay junior school,Hotspot Lead,normal,Within 5.0km of champion,Caldicott School,0.7800727395194696,4.973134981969205
117893,Rawcliffe Bridge Primary School,,469661.0,421347.0,DN14 8NH,31.4,51.389225225225225,-0.10073917498289986,rawcliffe bridge primary school,Hotspot Lead,normal,Within 5.0km of champion,Broadmead Primary School,0.7828368558926577,4.973039788236052
117102,Sauncey Wood Primary School,,514702.0,215630.0,AL5 5HL,27.8,51.566072072072075,-0.22572541441175287,sauncey wood primary school,Hotspot Lead,normal,Within 5.0km of champion,Mora Primary School,0.7842627912428014,4.972990680278613
100920,Manorfield Primary School,,537943.0,181797.0,E14 6QD,50.5,51.3816036036036,-0.08171324098020061,manorfield primary school,Hotspot Lead,normal,Within 5.0km of champion,Broadmead Primary School,0.7927258355829401,4.972699220486115
119273,Moorside Primary School,,348712.0,459890.0,LA1 4HT,10.0,51.42895495495495,-0.012189182957822453,moorside primary school,Hotspot Lead,normal,Within 5.0km of champion,Bonus Pastor Catholic College,0.7941780638511691,4.9726492070237365
100857,The St Thomas the Apostle College,,535096.0,176433.0,SE15 2EB,46.8,51.5648018018018,-0.2184127522072954,the st thomas the apostle college,Hotspot Lead,normal,Within 5.0km of champion,Mora Primary School,0.794284554596914,4.972645539576254
107622,Reinwood Infant and Nursery School,,411866.0,417092.0,HD3 4YL,21.8,51.33126126126126,0.45357704195006177,reinwood infant and nursery school,Hotspot Lead,normal,Within 5.0km of champion,Valley Invicta Primary School at Holborough Lakes,0.7992263254448597,4.9724753493411535
101091,Parkgate House School,,528332.0,175241.0,SW4 9SD,,51.599513513513514,-0.1019213022671952,parkgate house school,Hotspot Lead,normal,Within 5.0km of champion,Trinity Primary Academy,0.8067996666073487,4.97221453014241
110518,Brookmead School,,494179.0,216133.0,LU7 9EX,17.9,51.39241441441442,-0.08531704238233262,brookmead school,Hotspot Lead,normal,Within 5.0km of champion,Broadmead Primary School,0.807107588935673,4.972203925568652
100001,City of London School for Girls,,532301.0,181746.0,EC2Y 8BB,,51.53825225225225,-0.08373598462670007,city of london school for girls,Hotspot Lead,normal,Within 5.0km of champion,New North Academy,0.8173851255897373,4.971849976259138
100923,Stewart Headlam Primary School,,534719.0,182243.0,E1 5RE,29.0,51.37854954954955,-0.09070342213303584,stewart headlam primary school,Hotspot Lead,normal,Within 5.0km of champion,Broadmead Primary School,0.8270200284945021,4.971518158689894
112405,Brampton Primary School,,353029.0,561329.0,CA8 1BZ,32.1,53.4070990990991,-2.175956085812178,brampton primary school,Hotspot Lead,normal,Within 5.0km of champion,Stockport Academy,0.8461634092014887,4.970858877520575
112976,Repton Primary School,,431021.0,326822.0,DE65 6GN,15.6,50.9157027027027,-1.422375119762843,repton primary school,Hotspot Lead,normal,Within 5.0km of champion,"King Edward VI School, Southampton",0.8559140425910597,4.970523074295373
101369,The King Alfred School,,525868.0,187188.0,NW11 7HY,,51.556378378378376,0.020673815602400225,the king alfred school,Hotspot Lead,normal,Within 5.0km of champion,The Hammond,0.8640432893156982,4.970243110198733
100463,Charterhouse Square School,,531998.0,181875.0,EC1M 6EA,,51.513801801801804,-0.04699592663561325,charterhouse square school,Hotspot Lead,normal,Within 5.0km of champion,Mulberry School for Girls,0.8675922586796296,4.970120886819908
